id,from,doi,pmid,pmcid
973,both,10.1186/s12911-022-01848-z,35655307,PMC9161770
974,search,10.1186/s12943-021-01436-1,34774049,PMC8590212
975,both,10.1016/j.compbiomed.2019.04.002,31003175,NA
976,both,10.1186/s13326-021-00249-x,34425897,PMC8383460
977,both,10.1093/nar/gkz813,31552413,PMC6943066
978,both,10.1093/nar/gkz973,31665430,PMC7145688
979,both,10.1016/j.ymeth.2019.06.015,31226302,NA
980,both,10.3390/cancers14143358,35884419,PMC9319344
981,search,10.1016/j.kint.2020.04.038,32450155,NA
982,search,10.1371/journal.pcbi.1009317,34570756,PMC8496798
983,search,10.1093/bioinformatics/bty754,30169824,PMC6449746
984,search,10.3389/fcell.2021.630634,34046402,PMC8144506
985,search,10.3390/toxins11050250,31052539,PMC6563297
986,search,10.1186/s12920-022-01195-y,35241081,PMC8893053
987,both,10.3892/ijmm.2020.4501,32124961,PMC7053847
988,both,10.1093/bib/bbx103,28968812,NA
989,both,10.1186/s12864-018-5330-5,30999860,PMC7402404
990,both,10.1038/s41598-020-65518-8,32457348,PMC7250905
991,search,10.1016/j.heliyon.2021.e08502,34917801,PMC8668832
992,both,10.1016/j.gpb.2020.05.002,32911083,PMC7646124
993,search,10.3389/fphar.2021.700703,34456726,PMC8385362
994,both,10.1155/2016/3594517,27478829,PMC4961833
995,both,10.1093/bioinformatics/btaa238,32324859,PMC7320628
996,search,10.1016/j.imu.2021.100816,34934805,PMC8677430
997,search,10.1016/j.jbi.2022.104028,35181495,PMC8847074
998,both,10.1093/nar/gkac480,35670661,PMC9252725
999,both,10.1002/jcb.28264,30536901,NA
1000,both,10.2196/21648,33055059,PMC7674141
1001,search,10.1186/s13148-020-00913-6,32787975,PMC7425575
1002,search,10.1101/309203,NA,NA
1003,both,10.1186/s12859-020-03836-4,33148191,PMC7643315
1004,search,10.3389/fgene.2022.854661,35711911,PMC9197464
1005,search,10.3389/fmed.2022.813329,35372448,PMC8971574
1006,search,10.1016/s2214-109x(19)30364-x,31451442,PMC7255820
1007,both,10.1155/2022/2469592,36157238,PMC9499748
1008,both,10.1186/s12879-017-2650-z,28784113,PMC5547458
1009,search,10.3390/s22031095,35161841,PMC8837940
1010,search,10.1155/2022/4983471,35308140,PMC8931176
1011,search,10.1038/s41598-019-54603-2,31797949,PMC6892882
1012,search,10.1172/jci.insight.125690,32641579,PMC7406308
1013,search,10.1002/jmv.25708,32056235,PMC7166592
1014,both,10.1016/j.prp.2018.10.009,30477645,NA
1015,search,10.1111/all.14314,32277847,PMC9302020
1016,both,10.1093/nar/gkz930,31642469,PMC7145690
1017,both,10.1371/journal.pone.0260432,34879086,PMC8654176
1018,search,10.21037/tcr-21-526,35116665,PMC8797894
1019,both,10.1242/bio.053934,33148605,PMC7725600
1020,both,10.1109/TCBB.2021.3075299|10.1109/tcbb.2021.3075299,33891554,PMC8791434
1021,search,10.1016/j.xinn.2021.100141,34557778,PMC8454663
1022,both,10.18632/aging.102278,31527307,PMC6781986
1023,both,10.1093/nar/gkaa914,33104772,PMC7778941
1024,search,10.1155/2022/8611755,36072904,PMC9444421
1025,search,10.1111/cts.13302,36125173,PMC9372416
1026,search,10.3389/fcell.2021.771354,35118066,PMC8804500
1027,search,10.1093/jamia/ocaa061,32548638,PMC7647319
1028,both,10.1093/nar/gkab1037,34788826,PMC8728202
1029,both,10.1093/nar/gkab784,34500460,PMC8728249
1030,search,10.1101/324053,NA,NA
1031,both,10.1186/s13023-018-0980-6,30626441,PMC6327432
1032,search,10.1101/048843,NA,NA
1033,both,10.3389/fonc.2022.849640,35558518,PMC9088009
1034,both,10.1093/bioinformatics/bty027,29360930,NA
1035,both,10.1186/s12918-017-0437-x,28619054,PMC5472867
1036,search,10.1155/2022/3027200,35497880,PMC9045970
1037,search,10.1186/s13045-020-00849-7,32111231,PMC7048090
1038,search,10.1038/s41431-022-01054-5,35256770,PMC9090782
1039,search,10.3389/fgene.2022.944425,36226171,PMC9549267
1040,search,10.3389/fpsyg.2021.673586,34366992,PMC8339378
1041,both,10.1093/bioinformatics/bty002,29365045,NA
1042,search,10.1093/database/baab003,33494105,PMC7833928
1043,search,10.1002/jcb.29200,31338870,PMC6771803
1044,search,10.3389/fneur.2021.736474,34777204,PMC8580415
1045,search,10.3389/fphar.2021.764279,34987393,PMC8720925
1046,both,10.1371/journal.pone.0207359,30540756,PMC6291106
1047,search,10.1016/s2352-3026(20)30006-5,32004491,PMC7255817
1048,search,10.1038/s41598-021-93555-4,34267256,PMC8282839
1049,both,10.3389/fgene.2020.595550,33343635,PMC7738566
1050,search,10.3389/fgene.2022.929736,35873469,PMC9299079
1051,both,10.1093/database/baac037,35653350,PMC9216567
1052,search,10.2196/35675,36103220,PMC9520391
1053,search,NA,NA,NA
1054,both,10.1186/s12859-020-03847-1,33323103,PMC7739481
1055,both,10.3389/fgene.2020.00101,32194616,PMC7064548
1056,search,10.1186/s13046-022-02355-9,35449073,PMC9027881
1057,search,10.1038/s41586-018-0350-5,30022161,PMC6430198
1058,search,10.3389/fphar.2022.870599,35814246,PMC9263450
1059,search,10.1101/2020.06.18.20135103,NA,NA
1060,search,10.1186/s13023-021-02120-9,34794473,PMC8600882
1061,search,10.1007/s00354-021-00136-0,34667368,PMC8517947
1062,both,10.1109/TCBB.2018.2817624|10.1109/tcbb.2018.2817624,29993782,NA
1063,search,10.1016/j.xgen.2021.100028,34820659,PMC8591903
1064,both,10.1093/cvr/cvab067,33751044,PMC9020200
1065,search,10.7287/peerj.preprints.3255v2,NA,NA
1066,both,10.3390/ijerph17176038,32825147,PMC7503469
1067,search,10.3389/fphar.2022.944735,36105211,PMC9464864
1068,search,10.1038/s41598-022-17585-2,36115864,PMC9482647
1069,search,10.3390/cells11132110,35805194,PMC9266127
1070,search,10.1007/s00521-021-06517-2,34642549,PMC8500271
1071,both,10.3389/fcell.2021.722410,34381790,PMC8352440
1072,search,10.1002/humu.23632,30311377,PMC7418072
1073,both,10.1093/database/baw039,27060160,PMC4825350
1074,both,10.1186/s12859-016-1131-5,27454167,PMC4959351
1075,search,10.1186/s12859-022-04957-8,36167495,PMC9513885
1076,search,10.3389/fgene.2022.905518,36092880,PMC9450221
1077,both,10.1111/bdi.13198,35244317,PMC9440950
1078,search,10.3389/fphar.2022.1004766,36249797,PMC9562112
1079,search,10.1093/ckj/sfab056,34345410,PMC8323147
1080,search,10.1093/nar/gkz840,31584095,PMC6943079
1081,search,10.1007/s40261-018-0683-8,30097905,NA
1082,search,10.1007/s10278-019-00303-2,31848894,PMC7256132
1083,search,10.1038/s41467-022-31488-w,35840550,PMC9287446
1084,both,10.3389/fonc.2020.575366,33224878,PMC7667276
1085,search,10.3389/frai.2022.932665,36034595,PMC9403737
1086,search,10.1093/nar/gkab1046,34747489,PMC8728232
1087,search,10.3390/ijms23168856,36012119,PMC9407713
1088,both,10.1093/bioinformatics/btx334,28535296,PMC5870770
1089,search,10.1016/j.omtn.2020.05.018,32585624,PMC7321789
1090,both,10.1186/s12920-017-0265-2,28589854,PMC5461528
1091,search,10.1261/rna.059089.116,28336542,PMC5435856
1092,search,10.21203/rs.3.rs-20828/v1,NA,NA
1093,both,10.1016/j.cotox.2019.03.002,33604492,PMC7889036
1094,both,10.1016/j.chemosphere.2018.09.010,30286548,NA
1095,search,10.1038/s41419-021-03422-3,33500384,PMC7838256
1096,search,10.3390/diagnostics10030171,32235747,PMC7151213
1097,search,10.1093/nar/gky950,30335168,PMC6344856
1098,both,10.3390/ijms19082162,30042356,PMC6121366
1099,both,10.1001/jamacardio.2018.2371,30090932,PMC6233646
1100,search,10.1038/s42003-022-03900-0,36085357,PMC9463163
1101,both,10.1016/j.gene.2018.01.083,29408622,NA
1102,search,10.3389/fgene.2022.784073,35719372,PMC9201286
1103,both,10.1016/j.scitotenv.2018.09.085,30308865,NA
1104,both,10.7150/jca.29293,31632480,PMC6775707
1105,both,10.1093/nar/gkz843,31584099,PMC6943049
1106,search,10.1080/14789450.2019.1703678,31822126,PMC7033621
1107,search,10.7287/peerj.preprints.2259v1,NA,NA
1108,search,NA,35854723,PMC9285157
1109,search,10.1016/j.isci.2019.100780,31918046,PMC6992905
1110,search,10.1371/journal.pone.0224089,31622447,PMC6797171
1111,both,10.1093/nar/gky1037,30407591,PMC6323934
1112,both,10.1016/j.jgr.2021.07.008,35058726,PMC8753521
1113,both,10.3390/genes10100784,31601051,PMC6826485
1114,search,10.1093/nar/gkab733,34469540,PMC8728140
1115,search,10.3390/ijms23169318,36012577,PMC9409075
1116,both,10.1371/journal.pone.0162828,27788142,PMC5082890
1117,search,10.1093/nar/gkaa1027,33196847,PMC7779013
1118,search,10.1155/2022/7958542,36238641,PMC9553392
1119,both,10.1093/database/bay011,29688366,PMC5836265
1120,search,NA,35309013,PMC8861745
1121,both,10.1038/s41598-022-07624-3,35264663,PMC8907294
1122,search,NA,NA,NA
1123,search,10.1101/030593,NA,NA
1124,search,10.1016/j.sjbs.2021.04.076,34354452,PMC8325051
1125,both,10.1093/nar/gkz997,31701156,PMC7056945
1126,search,10.1111/cts.13301,35611543,PMC9372428
1127,search,10.3389/fgene.2022.919210,36226184,PMC9548996
1128,both,10.1007/s00335-019-09809-0,31270560,PMC6836689
1129,both,10.1016/j.ejmg.2018.01.013,29425702,NA
1130,both,10.3390/genes13050778,35627162,PMC9140830
1131,both,10.1242/dmm.023317,26935103,PMC4826978
1132,search,10.1111/jcmm.17532,36106556,PMC9549503
1133,both,10.3389/fdgth.2021.781227,34939069,PMC8685209
1134,search,10.1186/s13023-020-01591-6,33109251,PMC7590677
1135,search,10.1093/nar/gkab1030,34850121,PMC8728300
1136,search,10.1186/s13326-022-00264-6,35292119,PMC8922780
1137,search,10.1101/2022.09.07.506953,NA,NA
1138,both,10.1093/nar/gkab860,34570230,PMC8728209
1139,both,10.1093/database/bay010,29688358,PMC5824776
1140,search,10.1155/2022/2616827,35186112,PMC8849967
1141,both,10.1093/database/baw034,27009807,PMC4805243
1142,both,10.1093/molbev/msy085,29688514,PMC5967454
1143,search,10.1111/jvim.15375,30506726,PMC6335546
1144,search,10.1016/j.dib.2016.07.018,27508237,PMC4961784
1145,both,10.12688/f1000research.9837.1,28794857,PMC5538035
1146,search,10.1016/j.prp.2018.03.002,29559248,NA
1147,search,10.1093/nar/gkab347,34019647,PMC8262689
1148,search,10.3389/fped.2021.611112,33777862,PMC7991078
1149,search,10.3389/fgene.2019.00605,31354784,PMC6635550
1150,search,10.1186/s12864-018-5170-3,30373515,PMC6206985
1151,search,NA,29295229,NA
1152,both,10.1093/database/baab006,33599246,PMC7904053
1153,search,10.3389/fendo.2022.876960,35663304,PMC9162431
1154,both,10.1186/s12976-015-0017-y,26395080,PMC4580356
1155,search,10.1186/s12905-022-01765-3,35585523,PMC9118874
1156,search,10.1055/s-0037-1606521,NA,PMC6246113
1157,search,10.3389/fendo.2022.887843,35655797,PMC9152432
1158,search,NA,NA,NA
1159,search,10.1111/andr.13167,35218153,PMC9314622
1160,search,10.3390/ijms22168505,34445212,PMC8395191
1161,both,10.1038/srep30024,27457921,PMC4960572
1162,search,10.1080/15476286.2017.1312243,28387604,PMC5546543
1163,search,10.26434/chemrxiv.12136470.v1,NA,NA
1164,search,10.1177/1933719117716779,28693373,PMC6348426
1165,both,10.1093/nar/gkab1028,34788843,PMC8689983
1166,both,10.1186/s12864-020-07109-5,33138777,PMC7607678
1167,both,10.1038/s41597-022-01598-7,35927282,PMC9352715
1168,search,10.3389/fmicb.2021.685549,34326821,PMC8315281
1169,both,10.1002/adtp.202100055,34179346,PMC8212091
1170,both,10.1371/journal.pcbi.1009226,34411100,PMC8375987
1171,both,10.1089/nsm.2020.0011,33274348,PMC7703682
1172,search,10.7861/clinmed.2021-0725,35705453,PMC9345223
1173,search,10.3390/jcm11061747,35330072,PMC8950114
1174,both,10.1093/bioinformatics/btu684,25677125,NA
1175,both,10.1186/s12859-017-1852-0,29029599,PMC5640914
1176,search,10.3389/fimmu.2022.873787,35757721,PMC9226453
1177,search,10.18632/aging.102746,32028264,PMC7041771
1178,both,10.3389/fpsyt.2018.00487,30349491,PMC6186823
1179,search,10.1155/2020/9210748,32308672,PMC7152979
1180,both,10.1093/nar/gkaa1083,33231642,PMC7779030
1181,both,10.1186/s12859-018-2468-8,30591027,PMC6309066
1182,search,10.1038/s41598-021-00554-6,34702888,PMC8548311
1183,both,10.1371/journal.pone.0157274,27315278,PMC4912091
1184,search,10.3233/shti190260,31437962,PMC6874911
1185,search,10.1681/asn.2018040441,29769229,PMC6054347
1186,both,10.3390/nu9040407,28425976,PMC5409746
1187,both,10.1038/s41467-020-19737-2,33257666,PMC7704703
1188,search,10.1093/nar/gkaa1043,33264411,PMC7778952
1189,both,10.1093/nar/gkv1317,26615194,PMC4702921
1190,search,10.3390/genes12040542,33918603,PMC8069301
1191,search,10.1016/j.stemcr.2020.06.014,32679065,PMC7419703
1192,both,10.1093/nar/gkx876,29036667,PMC5753342
1193,search,10.3892/mmr.2021.12572,34913071,PMC8711025
1194,search,10.1111/1467-9566.13503,35929521,PMC9540552
1195,both,10.1186/s13321-015-0077-3,26078786,PMC4466364
1196,search,10.1080/0886022x.2018.1456461,29633893,PMC6014489
1197,search,10.1109/bibm49941.2020.9313595,34584774,PMC8466723
1198,both,10.1080/19396368.2016.1250181,27870555,NA
1199,both,10.1093/nar/gkz895,31612961,PMC7145571
1200,both,10.21037/atm.2018.09.36,30613605,PMC6291543
1201,search,10.1016/j.atg.2016.03.005,27354937,PMC4911424
1202,both,10.1016/j.intimp.2017.06.018,28704797,NA
1203,both,10.1093/nar/gkac413,35716123,PMC9410900
1204,both,10.1007/978-3-030-53956-6_44,NA,PMC7354774
1205,search,10.3390/brainsci12091196,36138932,PMC9496783
1206,search,10.1093/nar/gky1056,30407599,PMC6323923
1207,both,10.1093/bioinformatics/btx200,28398460,PMC5870731
1208,both,10.3389/fgene.2022.980497,36134032,PMC9483142
1209,search,10.3892/mmr.2017.6286,28260111,NA
1210,search,10.1016/j.omtn.2020.11.005,33425488,PMC7779537
1211,both,10.1007/s13277-016-5331-4,27644243,NA
1212,both,10.1515/jib-2018-0049,30864352,PMC6348742
1213,search,10.1016/j.jmoldx.2021.01.014,33631351,PMC8188618
1214,both,10.15265/IY-2016-051|10.15265/iy-2016-051,27830249,PMC5171564
1215,both,10.3892/ol.2020.11982,32863933,PMC7448566
1216,search,10.3389/fphys.2021.697059,34335304,PMC8317061
1217,search,10.1186/s12929-021-00734-6,34039354,PMC8157406
1218,both,10.1186/s12859-021-04397-w,34607568,PMC8491382
1219,search,10.2337/db20-0382,32747424,PMC7576555
1220,both,10.1093/nar/gkx1049,29126123,PMC5753298
1221,both,10.1038/srep21911,26907358,PMC4764818
1222,search,10.1111/exsy.12716,34177034,PMC8209830
1223,search,10.3389/fcvm.2022.975478,36061567,PMC9433717
1224,search,10.1186/s12864-019-5970-0,31345182,PMC6659267
1225,both,10.1093/nar/gkz1041,31713623,PMC7145519
1226,both,10.1111/andr.12217,27370962,NA
1227,search,10.1016/j.compbiomed.2022.105575,35533462,PMC9055686
1228,search,NA,27071879,NA
1229,search,10.7287/peerj.preprints.1446v1,NA,NA
1230,search,10.3389/fonc.2019.01347,31850228,PMC6901431
1231,search,10.1093/nar/gky1042,30407536,PMC6324052
1232,search,10.1289/ehp6994,33356525,PMC7759237
1233,both,10.1093/jamia/ocy117,30357378,PMC7646926
1234,search,10.1371/journal.pcbi.1010287,35849618,PMC9333448
1235,search,10.3389/fgene.2022.905027,35651940,PMC9149375
1236,search,NA,NA,NA
1237,both,10.3389/fimmu.2020.603507,33312178,PMC7708330
1238,both,10.1016/j.cels.2019.10.007,31786210,PMC6943823
1239,search,10.3390/cells8070705,31336774,PMC6679344
1240,search,10.18632/aging.103429,32640421,PMC7377883
1241,search,10.3390/ijms23073469,35408829,PMC8998245
1242,search,NA,NA,NA
1243,search,10.18632/oncotarget.24089,29707114,PMC5915122
1244,search,10.1007/s12539-016-0166-7,27021491,NA
1245,both,10.3892/mmr.2018.8393,29328373,PMC5802197
1246,search,10.1016/j.ajhg.2020.06.002,32589925,PMC7413857
1247,search,10.1016/j.jalz.2013.02.009,23830913,NA
1248,search,10.7554/elife.61257,33522483,PMC7943190
1249,search,10.1038/s41419-021-04202-9,34625535,PMC8501024
1250,search,10.1093/nar/gkaa1024,33211851,PMC7779061
1251,search,10.1186/s12920-019-0646-9,31900157,PMC6942377
1252,both,10.3389/fgene.2021.758041,34858474,PMC8632457
1253,search,10.3390/cancers13081788,33918618,PMC8069596
1254,both,10.1093/bioinformatics/btz490,31199464,PMC6956794
1255,both,10.1016/j.imu.2020.100486,33263073,PMC7691137
1256,search,10.1038/s42003-020-01190-y,32811894,PMC7434773
1257,search,10.1093/bioinformatics/bty182,29590301,PMC6137982
1258,search,10.3389/fpubh.2021.798905,34938715,PMC8685242
1259,both,10.1093/nar/gkab987,34718720,PMC8728122
1260,both,10.1186/s12859-019-3002-3,31357927,PMC6664714
1261,search,10.3390/geriatrics6010014,33562224,PMC7931039
1262,search,10.1155/2016/4183574,28074182,PMC5198180
1263,search,10.3389/fgene.2022.919264,35910223,PMC9334674
1264,search,10.1093/database/baz036,30888410,PMC6424415
1265,search,10.1093/nar/gky1027,30364969,PMC6324068
1266,both,10.1093/database/bay067,30053237,PMC6059085
1267,search,10.1155/2021/5680968,34697542,PMC8541878
1268,search,10.1164/rccm.201706-1248le,28753379,PMC5620671
1269,both,10.3389/fphar.2017.00540,28871224,PMC5566971
1270,search,10.1016/j.jcmgh.2021.06.006,34153524,PMC8446800
1271,both,10.1038/s41540-021-00184-8,34050187,PMC8163790
1272,search,10.1186/s12911-021-01593-9,34344385,PMC8329642
1273,both,10.1186/s12920-020-00793-y,32972400,PMC7513283
1274,search,10.1093/bioinformatics/btac492,35801930,PMC9438961
1275,both,10.3390/ijms231810933,36142846,PMC9504879
1276,search,10.3389/fimmu.2021.709466,34367171,PMC8346206
1277,both,10.1093/nargab/lqab090,34632381,PMC8494211
1278,search,10.3389/fonc.2021.753910,34692538,PMC8526889
1279,search,10.1093/genetics/iyab222,35100366,PMC9209812
1280,both,10.1186/s12864-017-4338-6,29363423,PMC5780854
1281,both,10.1093/nar/gkw946,27924021,PMC5210642
1282,both,10.1186/s12920-021-00900-7,33622316,PMC7903653
1283,both,10.1093/bioinformatics/btw247,27307649,PMC4908331
1284,search,10.1093/nar/gkac215,35412634,PMC9262594
1285,both,10.1186/2041-1480-4-42,24314207,PMC4028878
1286,search,10.3390/biology10070665,34356520,PMC8301326
1287,search,10.1109/tcbb.2015.2480056,26394433,NA
1288,search,NA,23920598,NA
1289,search,10.1093/database/baac027,NA,PMC9278315
1290,search,10.3390/ijms23116118,35682796,PMC9181295
1291,search,10.3389/fgene.2018.00661,30622555,PMC6308971
1292,both,10.1186/s12967-021-03083-y,34565408,PMC8474912
1293,search,10.1111/acel.13696,36052758,PMC9577957
1294,search,10.1093/nar/gkz479,31147718,PMC6602476
1295,both,10.1016/j.bbagen.2016.02.016,26940363,NA
1296,search,10.1111/cts.13021,33742785,PMC8504839
1297,both,10.1186/s12859-020-03753-6,33087039,PMC7579819
1298,both,NA,25954437,PMC4419869
1299,search,10.1080/21655979.2022.2081457,35635086,PMC9275865
1300,both,10.1080/15476286.2020.1737441,32122231,PMC7549653
1301,search,10.1093/database/baab004,33590873,PMC7937031
1302,search,10.3390/genes12040526,33916856,PMC8065670
1303,search,10.1021/acs.analchem.1c01948,34185510,PMC8760635
1304,both,10.1093/bioinformatics/btx275,28449114,PMC5860058
1305,search,10.3390/ijms22136951,34203322,PMC8269359
1306,both,10.1186/s12859-020-03549-8,32471392,PMC7260831
1307,both,10.1038/s41598-020-60998-0,32139741,PMC7058021
1308,search,10.1155/2021/3752871,34820451,PMC8608537
1309,both,10.1038/srep36205,27824084,PMC5099936
1310,search,10.1155/2014/594350,24809055,PMC3997997
1311,both,10.1093/nar/gkw1016,27799470,PMC5210523
1312,search,10.2196/24826,33480849,PMC7864771
1313,both,10.1093/jamia/ocv020,25833393,NA
1314,search,10.1152/japplphysiol.00168.2020,32969779,PMC7792844
1315,both,10.3389/fonc.2021.681579,34178670,PMC8222815
1316,search,10.3389/fphar.2022.1001553,36238572,PMC9553197
1317,both,10.1186/2043-9113-2-8,22472218,PMC3508620
1318,both,10.1038/s41698-018-0073-y,30675517,PMC6333807
1319,both,10.1186/s12859-021-04538-1,34983367,PMC8729064
1320,both,10.1109/TCBB.2015.2430289|10.1109/tcbb.2015.2430289,26684460,NA
1321,search,10.1093/bib/bbz151,31885040,PMC7820841
1322,both,10.1080/15592294.2017.1356555,28742980,PMC5739103
1323,both,10.1093/nar/gkaa1063,33264402,PMC7779036
1324,both,10.1093/nar/gkaa1026,33219682,PMC7779046
1325,search,10.1007/s42979-022-01298-4,35965952,PMC9362348
1326,search,10.3389/fcvm.2021.755321,35071341,PMC8767007
1327,search,10.1371/journal.pone.0209611,30589856,PMC6320013
1328,search,10.1093/jamia/ocaa066,32483629,PMC7647323
1329,both,10.1007/978-1-4939-7737-6_14,29761466,PMC6424801
1330,both,10.1186/s13326-016-0060-6,27076900,PMC4830071
1331,search,10.1016/s0140-6736(17)31615-x,28635598,PMC5612389
1332,search,10.3390/ijms23105641,35628451,PMC9144947
1333,both,NA,30815196,PMC6371266
1334,search,10.1186/s12859-020-03868-w,33980147,PMC8114493
1335,both,10.1016/j.csbj.2020.10.014,33209206,PMC7642798
1336,search,10.1097/mol.0000000000000662,32073412,PMC9229554
1337,both,10.3390/jpm9020021,31032818,PMC6617151
1338,search,10.1093/jamia/ocz169,31592534,PMC6913230
1339,both,10.1186/s12859-020-3458-1,32216744,PMC7099795
1340,search,10.30773/pi.2020.0410,33910328,PMC8169330
1341,search,10.1038/srep39276,28098235,PMC5241776
1342,both,10.1371/journal.pone.0049686,23251346,PMC3519466
1343,search,10.1016/j.molcel.2021.01.011,33561390,PMC7980222
1344,both,10.3389/fcell.2020.00637,32850792,PMC7432192
1345,search,10.7150/jca.27655,30588240,PMC6299400
1346,both,10.4103/2041-9414.155952,27330735,PMC4911901
1347,search,10.2144/fsoa-2020-0015,32802398,PMC7421993
1348,search,10.1097/md.0000000000020635,32590738,PMC7328939
1349,search,10.1101/gr.267898.120,33674350,PMC8015846
1350,search,NA,25954574,PMC4419766
1351,both,10.1038/ki.2014.432,25651365,NA
1352,both,10.1093/genetics/iyac035,35266522,PMC8982030
1353,both,10.1093/bioinformatics/btz857,31738408,PMC7103064
1354,search,10.1155/2021/8634705,34306156,PMC8279870
1355,both,10.1093/nar/gkx998,29069413,PMC5753391
1356,both,10.1093/database/bay077,30053236,PMC6057493
1357,both,10.1007/s10577-020-09639-w,32902713,PMC7480002
1358,both,10.1186/2041-1480-3-S1-S6|10.1186/2041-1480-3-s1-s6,22541597,PMC3337266
1359,both,10.1534/g3.117.300446,29326230,PMC5844302
1360,both,10.1186/s13326-016-0051-7,27011785,PMC4804633
1361,both,10.1007/978-3-319-30319-2_17,NA,PMC7123466
1362,search,10.3390/jpm12010025,35055340,PMC8778877
1363,search,10.1186/s13023-022-02299-5,35414039,PMC9004040
1364,search,10.3389/fpubh.2022.862432,35844879,PMC9282671
1365,search,10.1093/bib/bbab510,34882763,PMC8787428
1366,both,10.1186/1476-069X-13-94|10.1186/1476-069x-13-94,25395096,PMC4273424
1367,both,10.1242/dmm.049441,35758016,PMC9366895
1368,both,10.1093/bib/bbac187,35641150,PMC9294430
1369,both,10.18632/aging.100674,25063753,PMC4100812
1370,search,10.1161/circulationaha.117.032291,29588317,PMC6160370
1371,both,10.1371/journal.pcbi.1002827,23300417,PMC3531278
1372,search,10.1101/2020.04.15.20065425,NA,NA
1373,both,10.1371/journal.pcbi.1004743,26867217,PMC4750991
1374,both,10.3390/ncrna7010019,33803328,PMC8005986
1375,search,10.1016/j.ajhg.2018.08.003,30173820,PMC6128307
1376,search,NA,30864315,PMC6417822
1377,search,10.1093/nar/gky960,30329098,PMC6323930
1378,search,10.1128/msystems.00219-17,29435496,PMC5801341
1379,both,10.1200/CCI.20.00001|10.1200/cci.20.00001,32479186,PMC7328100
1380,search,10.3389/fgene.2021.649619,34276764,PMC8281131
1381,search,NA,29218886,PMC5728662
1382,search,10.1016/j.patter.2021.100328,34693370,PMC8515011
1383,search,10.3389/fcell.2021.753027,34977011,PMC8718797
1384,both,10.1007/978-3-030-45442-5_12,NA,PMC7148023
1385,search,10.1016/B978-0-323-90054-6.00006-4,NA,PMC9069021
1386,search,10.2196/17964,33226347,PMC7721550
1387,search,10.1093/nar/gkaa1067,33245771,PMC7778954
1388,search,10.1101/2021.05.14.444150,NA,NA
1389,search,10.1371/journal.pone.0250278,34014928,PMC8136734
1390,both,10.1007/s13277-015-3410-6,25908172,NA
1391,search,10.1080/10428194.2016.1272683,28094574,PMC5478429
1392,both,10.1093/database/baaa016,32283555,PMC7153954
1393,both,10.1155/2019/4237285,32082621,PMC7012261
1394,search,10.1038/s41598-022-18348-9,35977996,PMC9385707
1395,both,10.1186/s13326-017-0140-2,29297411,PMC5763469
1396,search,10.1186/s13326-018-0181-1,29650041,PMC5896136
1397,search,10.1002/humu.24354,35181971,PMC9311832
1398,search,10.1038/s41598-018-24005-x,29615825,PMC5882905
1399,both,10.3389/fimmu.2018.00080,29434599,PMC5796909
1400,search,NA,NA,NA
1401,search,10.3389/fninf.2017.00057,28912709,PMC5583223
1402,search,10.1534/genetics.119.302523,31796553,PMC6893393
1403,both,10.1093/bioinformatics/bty079,29452392,PMC6022555
1404,search,10.1111/cts.12591,30412337,PMC6440568
1405,search,10.2196/26714,34283031,PMC8335603
1406,both,10.1093/database/baac036,35657113,PMC9216561
1407,search,10.1093/bioinformatics/btr531,21949270,NA
1408,search,10.2390/biecoll-jib-2012-194,22773159,NA
1409,search,10.21203/rs.3.rs-30923/v2,NA,NA
1410,search,10.1186/1471-2164-15-s3-s5,25078076,PMC4083405
1411,search,10.1016/j.devcel.2020.02.011,32208162,PMC7201903
1412,search,10.1021/acsptsci.9b00034,32259080,PMC7089004
1413,both,10.1007/978-1-4939-7737-6_11,29761463,PMC6319390
1414,search,10.3389/fgene.2022.802355,35281803,PMC8908904
1415,both,10.1186/s13148-021-01102-9,34034806,PMC8148415
1416,search,10.3389/fninf.2014.00062,24999329,PMC4064452
1417,both,10.1093/nar/gkx985,29069510,PMC5753220
1418,both,10.1093/nar/gkv810,26261215,PMC4652780
1419,search,10.1093/nar/gkz789,31529053,PMC6868361
1420,both,10.1186/s12864-016-2592-7,27030248,PMC4815072
1421,search,10.1080/21655979.2021.2016086,34974814,PMC8805960
1422,both,10.1093/nar/gkab918,34648031,PMC8728186
1423,both,10.3390/genes11101165,33023248,PMC7650687
1424,search,10.1186/s12886-021-01903-9,33832456,PMC8034124
1425,both,10.1093/nar/gkx284,28449091,PMC5793838
1426,search,10.1038/ejhg.2016.137,27782107,PMC5255942
1427,both,10.1186/s40246-021-00336-1,34174938,PMC8235866
1428,search,10.1038/s42003-021-02710-0,34707244,PMC8551188
1429,search,10.3389/fcell.2022.867057,36211461,PMC9538505
1430,search,10.1016/j.atg.2016.05.002,27354933,PMC4911427
1431,search,10.1186/s12864-018-5362-x,30611200,PMC6321710
1432,search,NA,32308861,PMC7153051
1433,search,10.1186/s12911-022-01770-4,35123470,PMC8818208
1434,both,10.1016/j.omtn.2021.08.016,34631283,PMC8479276
1435,search,10.3390/ijerph19095616,35565034,PMC9105053
1436,both,10.1182/bloodadvances.2020002566,33186461,PMC7686885
1437,search,10.1038/s41588-019-0550-4,31873298,PMC6974401
1438,search,10.1186/s12859-017-1979-z,29322915,PMC5763470
1439,search,10.1093/nar/gkaa395,32427338,PMC7319539
