id,src,pmid,pmcid,doi,epmc_id,from,source,title,authorString,journalTitle,journalVolume,pubYear,journalIssn,pageInfo,pubType,isOpenAccess,inEPMC,inPMC,hasPDF,hasBook,hasSuppl,citedByCount,hasReferences,hasTextMinedTerms,hasDbCrossReferences,hasLabsLinks,hasTMAccessionNumbers,firstIndexDate,firstPublicationDate,issue,versionNumber,pub_type
1573,epmc|pmc,33893716,PMC8365690,10.1111/gbb.12738,33893716,search,MED,Integration of evidence across human and model organism studies: A meeting report.,"Palmer RHC, Johnson EC, Won H, Polimanti R, Kapoor M, Chitre A, Bogue MA, Benca-Bachman CE, Parker CC, Verma A, Reynolds T, Ernst J, Bray M, Kwon SB, Lai D, Quach BC, Gaddis NC, Saba L, Chen H, Hawrylycz M, Zhang S, Zhou Y, Mahaffey S, Fischer C, Sanchez-Roige S, Bandrowski A, Lu Q, Shen L, Philip V, Gelernter J, Bierut LJ, Hancock DB, Edenberg HJ, Johnson EO, Nestler EJ, Barr PB, Prins P, Smith DJ, Akbarian S, Thorgeirsson T, Walton D, Baker E, Jacobson D, Palmer AA, Miles M, Chesler EJ, Emerson J, Agrawal A, Martone M, Williams RW.",Genes Brain Behav,NA,2021,1601-1848; 1601-183x;,e12738,review-article; review; journal article,Y,Y,N,Y,N,N,1,Y,Y,N,Y,N,2021-04-25,2021-04-23,NA,NA,journal article
1574,epmc|pmc,33305329,PMC8599850,10.1093/bioinformatics/btaa941,33305329,search,MED,PathExt: a general framework for path-based mining of omics-integrated biological networks.,"Sambaturu N, Pusadkar V, Hannenhalli S, Chandra N.",Bioinformatics,37,2021,1367-4803; 1367-4811;,1254-1262,"research support, n.i.h., intramural; research support, non-u.s. gov't; research-article; research support, u.s. gov't, non-p.h.s.; journal article",N,Y,N,Y,N,Y,1,Y,Y,N,Y,Y,2020-12-12,2021-06-01,9,NA,journal article
1576,epmc|pmc,NA,PMC3980408,10.1016/j.ajhg.2014.03.011,PMC3980408,search,PMC,This Month in The Journal,"Ratzel S, Cullinan S.",Am J Hum Genet,94,2014,0002-9297; 1537-6605;,481-482,other,N,Y,Y,Y,N,N,0,N,Y,N,N,N,2014-10-05,2014-04-03,4,NA,other
1579,epmc|pmc,33707596,PMC7952700,10.1038/s41598-021-85135-3,33707596,search,MED,PRYNT: a tool for prioritization of disease candidates from proteomics data using a combination of shortest-path and random walk algorithms.,"Boizard F, Buffin-Meyer B, Aligon J, Teste O, Schanstra JP, Klein J.",Sci Rep,11,2021,2045-2322,5764,"research support, non-u.s. gov't; research-article; journal article",Y,Y,N,Y,N,Y,0,Y,Y,N,Y,N,2021-03-13,2021-03-11,1,NA,journal article
1580,epmc|pmc,30500954,PMC6265458,10.1093/nar/gky756,30500954,search,MED,Interplay between transcription regulators RUNX1 and FUBP1 activates an enhancer of the oncogene c-KIT and amplifies cell proliferation.,"Debaize L, Jakobczyk H, Avner S, Gaudichon J, Rio AG, Sérandour AA, Dorsheimer L, Chalmel F, Carroll JS, Zörnig M, Rieger MA, Delalande O, Salbert G, Galibert MD, Gandemer V, Troadec MB.",Nucleic Acids Res,46,2018,0305-1048; 1362-4962;,11214-11228,"research support, non-u.s. gov't; research-article; journal article",Y,Y,N,Y,N,Y,15,Y,Y,Y,Y,Y,2018-12-04,2018-11-01,21,NA,journal article
1582,epmc|pmc,25484918,PMC4256903,10.1186/s13073-014-0097-z,25484918,search,MED,Linking hypothetical knowledge patterns to disease molecular signatures for biomarker discovery in Alzheimer's disease.,"Malhotra A, Younesi E, Bagewadi S, Hofmann-Apitius M.",Genome Med,6,2014,1756-994x,97,research-article; journal article,Y,Y,N,Y,N,N,5,Y,Y,N,Y,Y,2014-12-09,2014-12-03,11,NA,journal article
1583,epmc|pmc,31419826,PMC6697506,10.1055/s-0039-1677912,31419826,search,MED,Enhancing Clinical Data and Clinical Research Data with Biomedical Ontologies - Insights from the Knowledge Representation Perspective.,"Bona JP, Prior FW, Zozus MN, Brochhausen M.",Yearb Med Inform,28,2019,0943-4747; 2364-0502;,140-151,research-article; journal article,Y,Y,N,Y,N,N,1,Y,Y,N,Y,Y,2019-08-17,2019-08-16,1,NA,journal article
1584,epmc|pmc,26212414,PMC4724344,10.1016/j.jbi.2015.07.014,26212414,search,MED,Combining expert knowledge and knowledge automatically acquired from electronic data sources for continued ontology evaluation and improvement.,"Gordon CL, Weng C.",J Biomed Inform,57,2015,1532-0464; 1532-0480;,42-52,research-article; journal article,N,Y,N,Y,N,Y,4,Y,Y,N,Y,N,2015-07-28,2015-07-23,NA,NA,journal article
1587,epmc|pmc,23881287,PMC3783816,10.1152/physiolgenomics.00065.2013,23881287,search,MED,"Rat Genome Database: a unique resource for rat, human, and mouse quantitative trait locus data.","Nigam R, Laulederkind SJ, Hayman GT, Smith JR, Wang SJ, Lowry TF, Petri V, De Pons J, Tutaj M, Liu W, Jayaraman P, Munzenmaier DH, Worthey EA, Dwinell MR, Shimoyama M, Jacob HJ.",Physiol Genomics,45,2013,1094-8341; 1531-2267;,809-816,"research-article; journal article; research support, n.i.h., extramural",N,Y,N,N,N,N,18,Y,Y,N,Y,N,2013-07-25,2013-07-23,18,NA,journal article
1588,epmc|pmc,33627666,PMC7904840,10.1038/s41467-021-21544-2,33627666,search,MED,The tumor therapy landscape of synthetic lethality.,"Zhang B, Tang C, Yao Y, Chen X, Zhou C, Wei Z, Xing F, Chen L, Cai X, Zhang Z, Sun S, Liu Q.",Nat Commun,12,2021,2041-1723,1275,"research support, non-u.s. gov't; research-article; journal article",Y,Y,N,Y,N,Y,5,Y,Y,N,Y,N,2021-02-26,2021-02-24,1,NA,journal article
1590,epmc|pmc,34721037,PMC8548639,10.3389/fphar.2021.748867,34721037,search,MED,Identification of Hub lncRNAs Along With lncRNA-miRNA-mRNA Network for Effective Diagnosis and Prognosis of Papillary Thyroid Cancer.,"Li H, Liu F, Wang X, Li M, Li Z, Xie Y, Guo Y.",Front Pharmacol,12,2021,1663-9812,748867,research-article; journal article,Y,Y,N,Y,N,Y,0,Y,Y,N,Y,Y,2021-11-26,2021-10-13,NA,NA,journal article
1591,epmc|pmc,35027529,PMC8758688,10.1038/s41392-021-00824-9,35027529,search,MED,Integrated single-cell RNA sequencing analysis reveals distinct cellular and transcriptional modules associated with survival in lung cancer.,"Zhang L, Zhang Y, Wang C, Yang Y, Ni Y, Wang Z, Song T, Yao M, Liu Z, Chao N, Yang Y, Shao J, Li Z, Zhou R, Chen L, Zhang D, Zhao Y, Liu W, Li Y, He P, Lin JW, Wang Y, Zhang K, Chen L, Li W.",Signal Transduct Target Ther,7,2022,2095-9907; 2059-3635;,9,"research support, non-u.s. gov't; research-article; journal article",Y,Y,N,Y,N,Y,1,Y,Y,N,Y,N,2022-01-15,2022-01-14,1,NA,journal article
1593,epmc,NA,NA,NA,PPR268894,search,PPR,Drug repurposing prediction for COVID-19 using probabilistic networks and crowdsourced curation,"Skelton DJ, Alsobhe A, Anastasi E, Atallah C, Bird JE, Brown B, Didon D, Gater P, James K, Lennon DD, McLaughlin J, Moreland PEJ, Pocock M, Whitaker CJ, Wipat A.",NA,NA,2020,NA,NA,preprint,Y,Y,N,Y,N,Y,0,N,Y,N,N,Y,2021-01-20,2020-06-05,NA,2,preprint
1594,epmc|pmc,31852722,PMC6961577,10.1101/gr.250217.119,31852722,search,MED,Characterizing the nuclear and cytoplasmic transcriptomes in developing and mature human cortex uncovers new insight into psychiatric disease gene regulation.,"Price AJ, Hwang T, Tao R, Burke EE, Rajpurohit A, Shin JH, Hyde TM, Kleinman JE, Jaffe AE, Weinberger DR.",Genome Res,30,2020,1088-9051; 1549-5469;,1-11,"research support, non-u.s. gov't; research-article; journal article; research support, n.i.h., extramural",N,Y,N,Y,N,Y,8,Y,Y,N,Y,Y,2019-12-28,2019-12-18,1,NA,journal article
1595,epmc,NA,NA,NA,PPR343189,search,PPR,"A Birds-eye (Re)View of Acid-suppression Drugs, COVID-19, and the Highly Variable Literature","Mura C, Preissner S, Preissner R, Bourne PE.",NA,NA,2021,NA,NA,preprint,Y,Y,N,Y,N,N,0,N,Y,N,N,Y,2021-05-20,2021-04-24,NA,NA,preprint
1596,epmc|pmc,28634230,PMC5546026,10.1074/jbc.m117.785865,28634230,search,MED,Similarity in gene-regulatory networks suggests that cancer cells share characteristics of embryonic neural cells.,"Zhang Z, Lei A, Xu L, Chen L, Chen Y, Zhang X, Gao Y, Yang X, Zhang M, Cao Y.",J Biol Chem,292,2017,0021-9258; 1083-351x;,12842-12859,"comparative study; research support, non-u.s. gov't; research-article; journal article",N,Y,N,Y,N,Y,18,Y,Y,Y,Y,Y,2017-06-21,2017-06-20,31,NA,journal article
1597,epmc|pmc,29733704,PMC5987210,10.1377/hlthaff.2017.1427,29733704,search,MED,Genetic Test Availability And Spending: Where Are We Now? Where Are We Going?,"Phillips KA, Deverka PA, Hooker GW, Douglas MP.",Health Aff (Millwood),37,2018,0278-2715; 1544-5208;,710-716,"research-article; journal article; research support, n.i.h., extramural",N,Y,N,Y,N,Y,36,Y,Y,N,Y,N,2018-05-08,2018-05-01,5,NA,journal article
1598,epmc|pmc,35178824,PMC9324157,10.1002/humu.24353,35178824,search,MED,"The RD-Connect Genome-Phenome Analysis Platform: Accelerating diagnosis, research, and gene discovery for rare diseases.","Laurie S, Piscia D, Matalonga L, Corvó A, Fernández-Callejo M, Garcia-Linares C, Hernandez-Ferrer C, Luengo C, Martínez I, Papakonstantinou A, Picó-Amador D, Protasio J, Thompson R, Tonda R, Bayés M, Bullich G, Camps-Puchadas J, Paramonov I, Trotta JR, Alonso A, Attimonelli M, Béroud C, Bros-Facer V, Buske OJ, Cañada-Pallarés A, Fernández JM, Hansson MG, Horvath R, Jacobsen JOB, Kaliyaperumal R, Lair-Préterre S, Licata L, Lopes P, López-Martín E, Mascalzoni D, Monaco L, Pérez-Jurado LA, Posada de la Paz M, Rambla J, Rath A, Riess O, Robinson PN, Salgado D, Smedley D, Spalding D, 't Hoen PAC, Töpf A, Zaharieva I, Graessner H, Gut IG, Lochmüller H, Beltran S.",Hum Mutat,43,2022,1059-7794; 1098-1004;,717-733,"research support, non-u.s. gov't; research-article; journal article",Y,Y,N,Y,N,Y,0,Y,Y,N,Y,N,2022-02-19,2022-06-01,6,NA,journal article
1599,epmc|pmc,28881636,PMC5584237,10.18632/oncotarget.17705,28881636,search,MED,The landscape of DNA methylation-mediated regulation of long non-coding RNAs in breast cancer.,"Zhang C, Wang X, Li X, Zhao N, Wang Y, Han X, Ci C, Zhang J, Li M, Zhang Y.",Oncotarget,8,2017,1949-2553,51134-51150,research-article; journal article,Y,Y,N,Y,N,Y,9,Y,Y,N,Y,Y,2017-09-08,2017-05-08,31,NA,journal article
1601,epmc|pmc,35668849,PMC9163746,10.1177/26335565221105431,35668849,search,MED,Multimorbidity and mortality: A data science perspective.,"Siah KW, Wong CH, Gupta J, Lo AW.",J Multimorb Comorb,12,2022,2633-5565,26335565221105431,research-article; journal article,Y,Y,N,Y,N,Y,0,Y,Y,N,N,N,2022-06-08,2022-01-01,NA,NA,journal article
1602,epmc|pmc,29296922,PMC5745137,10.1182/bloodadvances.2017010702,29296922,search,MED,Standard measures for sickle cell disease research: the PhenX Toolkit sickle cell disease collections.,"Eckman JR, Hassell KL, Huggins W, Werner EM, Klings ES, Adams RJ, Panepinto JA, Hamilton CM.",Blood Adv,1,2017,2473-9529; 2473-9537;,2703-2711,research-article; journal article,N,Y,N,Y,N,N,10,Y,Y,N,Y,N,2018-01-04,2017-12-15,27,NA,journal article
1605,epmc|pmc,33559412,PMC8039179,10.3802/jgo.2021.32.e30,33559412,search,MED,Identification of an immune-related risk signature and nomogram predicting the overall survival in patients with endometrial cancer.,"Cheng Y, Li X, Dai Y, Dong Y, Yang X, Wang J.",J Gynecol Oncol,32,2021,2005-0380; 2005-0399;,e30,research-article; journal article,Y,Y,N,Y,N,Y,3,Y,Y,N,Y,N,2021-02-10,2021-01-25,3,NA,journal article
1606,epmc|pmc,34157472,PMC8197616,10.1016/j.compbiomed.2021.104570,34157472,search,MED,Multilevel systems biology analysis of lung transcriptomics data identifies key miRNAs and potential miRNA target genes for SARS-CoV-2 infection.,"Banaganapalli B, Al-Rayes N, Awan ZA, Alsulaimany FA, Alamri AS, Elango R, Malik MZ, Shaik NA.",Comput Biol Med,135,2021,0010-4825; 1879-0534;,104570,"research support, non-u.s. gov't; research-article; journal article",Y,Y,N,Y,N,Y,7,Y,Y,N,Y,Y,2021-06-23,2021-06-12,NA,NA,journal article
1607,epmc|pmc,26546514,PMC4702830,10.1093/nar/gkv1147,26546514,search,MED,DESM: portal for microbial knowledge exploration systems.,"Salhi A, Essack M, Radovanovic A, Marchand B, Bougouffa S, Antunes A, Simoes MF, Lafi FF, Motwalli OA, Bokhari A, Malas T, Amoudi SA, Othum G, Allam I, Mineta K, Gao X, Hoehndorf R, C Archer JA, Gojobori T, Bajic VB.",Nucleic Acids Res,44,2016,0305-1048; 1362-4962;,D624-33,"research support, non-u.s. gov't; research-article; journal article",Y,Y,N,Y,N,N,11,Y,Y,N,Y,N,2015-11-08,2015-11-05,d1,NA,journal article
1608,epmc|pmc,31723137,PMC6853941,10.1038/s41467-019-13058-9,31723137,search,MED,Mapping the perturbome network of cellular perturbations.,"Caldera M, Müller F, Kaltenbrunner I, Licciardello MP, Lardeau CH, Kubicek S, Menche J.",Nat Commun,10,2019,2041-1723,5140,"research support, non-u.s. gov't; research-article; journal article",Y,Y,N,Y,N,Y,10,Y,Y,N,Y,N,2019-11-15,2019-11-13,1,NA,journal article
1609,epmc|pmc,28729955,PMC5518732,10.7717/peerj.3575,28729955,search,MED,Identification of four prognostic LncRNAs for survival prediction of patients with hepatocellular carcinoma.,"Wang Z, Wu Q, Feng S, Zhao Y, Tao C.",PeerJ,5,2017,2167-8359,e3575,research-article; journal article,Y,Y,N,Y,N,Y,28,Y,Y,N,Y,Y,2017-07-21,2017-07-18,NA,NA,journal article
1611,epmc|pmc,31263389,PMC6599195,NA,31263389,search,MED,Role of sepsis modulated circulating microRNAs.,"Szilágyi B, Fejes Z, Pócsi M, Kappelmayer J, Nagy B.",EJIFCC,30,2019,1650-3414,128-145,review-article; review; journal article,Y,Y,N,Y,N,N,18,Y,Y,N,Y,N,2019-07-03,2019-06-24,2,NA,journal article
1612,epmc|pmc,34931033,PMC8688465,10.1038/s42003-021-02952-y,34931033,search,MED,Transcriptomic and macroscopic architectures of intersubject functional variability in human brain white-matter.,"Li J, Wu GR, Li B, Fan F, Zhao X, Meng Y, Zhong P, Yang S, Biswal BB, Chen H, Liao W.",Commun Biol,4,2021,2399-3642,1417,"research support, non-u.s. gov't; research-article; journal article; research support, n.i.h., extramural",Y,Y,N,Y,N,Y,0,Y,Y,N,Y,N,2021-12-23,2021-12-20,1,NA,journal article
1614,epmc|pmc,28350385,PMC5369318,10.1038/sdata.2017.30,28350385,search,MED,"Molecular, phenotypic, and sample-associated data to describe pluripotent stem cell lines and derivatives.","Daily K, Ho Sui SJ, Schriml LM, Dexheimer PJ, Salomonis N, Schroll R, Bush S, Keddache M, Mayhew C, Lotia S, Perumal TM, Dang K, Pantano L, Pico AR, Grassman E, Nordling D, Hide W, Hatzopoulos AK, Malik P, Cancelas JA, Lutzko C, Aronow BJ, Omberg L.",Sci Data,4,2017,2052-4463,170030,"dataset; data-paper; journal article; research support, n.i.h., extramural",Y,Y,N,Y,N,Y,27,Y,Y,N,Y,Y,2017-03-28,2017-03-28,NA,NA,journal article
1615,epmc|pmc,32082358,PMC7005249,10.3389/fgene.2019.01346,32082358,search,MED,"Probing lncRNA-Protein Interactions: Data Repositories, Models, and Algorithms.","Peng L, Liu F, Yang J, Liu X, Meng Y, Deng X, Peng C, Tian G, Zhou L.",Front Genet,10,2019,1664-8021,1346,review-article; review; journal article,Y,Y,N,Y,N,N,11,Y,Y,N,Y,N,2020-02-22,2019-01-01,NA,NA,journal article
1618,epmc|pmc,30418591,PMC6323914,10.1093/nar/gky1126,30418591,search,MED,HumanNet v2: human gene networks for disease research.,"Hwang S, Kim CY, Yang S, Kim E, Hart T, Marcotte EM, Lee I.",Nucleic Acids Res,47,2019,0305-1048; 1362-4962;,D573-D580,"research support, non-u.s. gov't; research-article; research support, u.s. gov't, non-p.h.s.; journal article; research support, n.i.h., extramural",Y,Y,N,Y,N,Y,45,Y,Y,N,Y,N,2018-11-12,2019-01-01,d1,NA,journal article
1620,epmc|pmc,32078798,PMC7457951,10.1016/j.cels.2020.01.002,32078798,search,MED,Differential Allele-Specific Expression Uncovers Breast Cancer Genes Dysregulated by Cis Noncoding Mutations.,"Przytycki PF, Singh M.",Cell Syst,10,2020,2405-4712; 2405-4720;,193-203.e4,"research-article; research support, u.s. gov't, non-p.h.s.; journal article; research support, n.i.h., extramural",N,Y,N,Y,N,Y,3,Y,Y,N,Y,N,2020-02-22,2020-02-19,2,NA,journal article
1621,epmc,NA,NA,10.2139/ssrn.3854583,PPR360907,search,PPR,Urinary Peptidomics to Address Age-Related Disabilities,"Martens DS, Thijs L, Latosinska A, Trenson S, Zhang Z, Wang C, Beige J, Vlahou A, Janssens S, Mischak H, Nawrot TS, Staessen J.",NA,NA,2021,NA,NA,preprint,Y,Y,N,Y,N,N,0,N,Y,N,N,Y,2021-06-24,2021-05-27,NA,NA,preprint
1622,epmc|pmc,29907554,PMC6026300,10.2196/10218,29907554,search,MED,A Surveillance Infrastructure for Malaria Analytics: Provisioning Data Access and Preservation of Interoperability.,"Al Manir MS, Brenas JH, Baker CJ, Shaban-Nejad A.",JMIR Public Health Surveill,4,2018,2369-2960,e10218,research-article; journal article,Y,Y,N,N,N,N,3,Y,Y,N,Y,N,2018-06-17,2018-06-15,2,NA,journal article
1625,epmc|pmc,32765587,PMC7379852,10.3389/fgene.2020.00730,32765587,search,MED,ABC-GWAS: Functional Annotation of Estrogen Receptor-Positive Breast Cancer Genetic Variants.,"Manjunath M, Zhang Y, Zhang S, Roy S, Perez-Pinera P, Song JS.",Front Genet,11,2020,1664-8021,730,research-article; journal article,Y,Y,N,Y,N,Y,0,Y,Y,N,Y,Y,2020-08-09,2020-07-20,NA,NA,journal article
1626,epmc|pmc,27066344,PMC4786510,10.1186/s40064-016-1943-9,27066344,search,MED,A new algorithm to extract hidden rules of gastric cancer data based on ontology.,"Mahmoodi SA, Mirzaie K, Mahmoudi SM.",Springerplus,5,2016,2193-1801,312,research-article; journal article,Y,Y,N,Y,N,N,3,Y,Y,N,Y,N,2016-04-12,2016-03-10,NA,NA,journal article
1632,epmc|pmc,36262159,PMC9575845,10.7717/peerj-cs.1085,36262159,search,MED,Using logical constraints to validate statistical information about disease outbreaks in collaborative knowledge graphs: the case of COVID-19 epidemiology in Wikidata.,"Turki H, Jemielniak D, Hadj Taieb MA, Labra Gayo JE, Ben Aouicha M, Banat M, Shafee T, Prud'hommeaux E, Lubiana T, Das D, Mietchen D.",PeerJ Comput Sci,8,2022,2167-9843; 2376-5992;,e1085,research-article; journal article,Y,Y,N,Y,N,Y,0,Y,N,N,Y,N,2022-10-20,2022-09-29,NA,NA,journal article
1633,epmc|pmc,32764605,PMC7413392,10.1038/s41467-020-17305-2,32764605,search,MED,Dynamic changes in the epigenomic landscape regulate human organogenesis and link to developmental disorders.,"Gerrard DT, Berry AA, Jennings RE, Birket MJ, Zarrineh P, Garstang MG, Withey SL, Short P, Jiménez-Gancedo S, Firbas PN, Donaldson I, Sharrocks AD, Hanley KP, Hurles ME, Gomez-Skarmeta JL, Bobola N, Hanley NA.",Nat Commun,11,2020,2041-1723,3920,"research support, non-u.s. gov't; research-article; journal article",Y,Y,N,Y,N,Y,2,Y,Y,N,Y,Y,2020-08-09,2020-08-06,1,NA,journal article
1634,epmc|pmc,35941135,PMC9360033,10.1038/s41467-022-32103-8,35941135,search,MED,Unified classification and risk-stratification in Acute Myeloid Leukemia.,"Tazi Y, Arango-Ossa JE, Zhou Y, Bernard E, Thomas I, Gilkes A, Freeman S, Pradat Y, Johnson SJ, Hills R, Dillon R, Levine MF, Leongamornlert D, Butler A, Ganser A, Bullinger L, Döhner K, Ottmann O, Adams R, Döhner H, Campbell PJ, Burnett AK, Dennis M, Russell NH, Devlin SM, Huntly BJP, Papaemmanuil E.",Nat Commun,13,2022,2041-1723,4622,"research support, non-u.s. gov't; research-article; journal article",Y,Y,N,Y,N,Y,0,Y,Y,N,Y,Y,2022-08-10,2022-08-08,1,NA,journal article
1635,epmc|pmc,25510499,PMC4383932,10.1093/nar/gku1117,25510499,search,MED,VectorBase: an updated bioinformatics resource for invertebrate vectors and other organisms related with human diseases.,"Giraldo-Calderón GI, Emrich SJ, MacCallum RM, Maslen G, Dialynas E, Topalis P, Ho N, Gesing S, VectorBase Consortium, Madey G, Collins FH, Lawson D.",Nucleic Acids Res,43,2015,0305-1048; 1362-4962;,D707-13,"research support, non-u.s. gov't; research-article; journal article; research support, n.i.h., extramural",Y,Y,N,Y,N,N,289,Y,Y,N,Y,N,2014-12-25,2014-12-15,database issue,NA,journal article
1639,epmc|pmc,25925131,PMC4450488,10.1186/s12859-015-0564-6,25925131,search,MED,An overview of the BIOASQ large-scale biomedical semantic indexing and question answering competition.,"Tsatsaronis G, Balikas G, Malakasiotis P, Partalas I, Zschunke M, Alvers MR, Weissenborn D, Krithara A, Petridis S, Polychronopoulos D, Almirantis Y, Pavlopoulos J, Baskiotis N, Gallinari P, Artiéres T, Ngomo AC, Heino N, Gaussier E, Barrio-Alvers L, Schroeder M, Androutsopoulos I, Paliouras G.",BMC Bioinformatics,16,2015,1471-2105,138,"research support, non-u.s. gov't; research-article; journal article",Y,Y,N,Y,N,N,29,Y,Y,N,Y,N,2015-05-02,2015-04-30,NA,NA,journal article
1642,epmc|pmc,34372934,PMC8352153,10.1186/s13326-021-00246-0,34372934,search,MED,Toward a systematic conflict resolution framework for ontologies.,"Keet CM, Grütter R.",J Biomed Semantics,12,2021,2041-1480,15,"research support, non-u.s. gov't; research-article; journal article",Y,Y,N,Y,N,N,0,Y,Y,N,Y,N,2021-08-11,2021-08-09,1,NA,journal article
1644,epmc|pmc,28121289,PMC5295818,10.7554/elife.22039,28121289,search,MED,"Mapping cell type-specific transcriptional enhancers using high affinity, lineage-specific Ep300 bioChIP-seq.","Zhou P, Gu F, Zhang L, Akerberg BN, Ma Q, Li K, He A, Lin Z, Stevens SM, Zhou B, Pu WT.",Elife,6,2017,2050-084x,e22039,"im; research support, non-u.s. gov't; research-article; journal article; research support, n.i.h., extramural",Y,Y,N,Y,N,Y,24,Y,Y,Y,Y,Y,2017-01-26,2017-01-25,NA,NA,journal article
1645,epmc|pmc,26494363,PMC6078163,10.1093/bib/bbv084,26494363,search,MED,"Interpreting functional effects of coding variants: challenges in proteome-scale prediction, annotation and assessment.","Shameer K, Tripathi LP, Kalari KR, Dudley JT, Sowdhamini R.",Brief Bioinform,17,2016,1467-5463; 1477-4054;,841-862,research-article; review; journal article,N,Y,N,Y,N,N,10,Y,Y,N,Y,Y,2015-10-24,2015-10-22,5,NA,journal article
1647,epmc|pmc,31637139,PMC6798904,10.7717/peerj.7909,31637139,search,MED,ncRNA2MetS: a manually curated database for non-coding RNAs associated with metabolic syndrome.,"Yao D, Zhan X, Zhan X, Kwoh CK, Sun Y.",PeerJ,7,2019,2167-8359,e7909,research-article; journal article,Y,Y,N,Y,N,Y,0,Y,Y,N,Y,N,2019-10-23,2019-10-15,NA,NA,journal article
1648,epmc|pmc,34155597,PMC8437844,10.1007/s11013-021-09727-4,34155597,search,MED,Society as Cause and Cure: The Norms of Transgender Social Medicine.,Slagstad K.,Cult Med Psychiatry,45,2021,0165-005x; 1573-076x;,456-478,research-article; journal article,Y,Y,N,Y,N,N,0,Y,Y,N,Y,N,2021-06-23,2021-06-22,3,NA,journal article
1649,epmc|pmc,31839008,PMC6912989,10.1186/s12859-019-3283-6,31839008,search,MED,"Predicting associations among drugs, targets and diseases by tensor decomposition for drug repositioning.","Wang R, Li S, Cheng L, Wong MH, Leung KS.",BMC Bioinformatics,20,2019,1471-2105,628,research-article; journal article,Y,Y,N,Y,N,Y,3,Y,Y,N,Y,N,2019-12-25,2019-12-16,suppl 26,NA,journal article
1650,epmc|pmc,33196056,PMC7649624,10.1016/j.patter.2020.100155,33196056,search,MED,KG-COVID-19: A Framework to Produce Customized Knowledge Graphs for COVID-19 Response.,"Reese JT, Unni D, Callahan TJ, Cappelletti L, Ravanmehr V, Carbon S, Shefchek KA, Good BM, Balhoff JP, Fontana T, Blau H, Matentzoglu N, Harris NL, Munoz-Torres MC, Haendel MA, Robinson PN, Joachimiak MP, Mungall CJ.",Patterns (N Y),2,2021,2666-3899,100155,research-article; journal article,Y,Y,N,Y,N,Y,13,Y,Y,N,Y,N,2020-11-17,2020-11-09,1,NA,journal article
1651,epmc|pmc,29109506,PMC5674007,10.1038/s41598-017-14788-w,29109506,search,MED,Smoking induces DNA methylation changes in Multiple Sclerosis patients with exposure-response relationship.,"Marabita F, Almgren M, Sjöholm LK, Kular L, Liu Y, James T, Kiss NB, Feinberg AP, Olsson T, Kockum I, Alfredsson L, Ekström TJ, Jagodic M.",Sci Rep,7,2017,2045-2322,14589,"meta-analysis; research support, non-u.s. gov't; research-article; journal article",Y,Y,N,Y,N,Y,24,Y,Y,Y,Y,Y,2017-11-08,2017-11-06,1,NA,journal article
1652,epmc|pmc,34765643,PMC8577543,10.3389/fmolb.2021.728661,34765643,search,MED,Bromodomain Containing Protein 4 (BRD4) Regulates Expression of its Interacting Coactivators in the Innate Response to Respiratory Syncytial Virus.,"Xu X, Mann M, Qiao D, Li Y, Zhou J, Brasier AR.",Front Mol Biosci,8,2021,2296-889x,728661,research-article; journal article,Y,Y,N,Y,N,N,2,Y,Y,Y,Y,N,2021-11-27,2021-10-26,NA,NA,journal article
1654,epmc|pmc,31343683,PMC6657663,10.1093/database/baz088,31343683,search,MED,An effective biomedical data migration tool from resource description framework to JSON.,"Liu J, Yang M, Zhang L, Zhou W.",Database (Oxford),2019,2019,1758-0463,baz088,"im; research support, non-u.s. gov't; research-article; journal article",Y,Y,N,Y,N,N,0,Y,Y,N,N,N,2019-07-31,2019-01-01,NA,NA,journal article
1655,epmc|pmc,33577681,PMC7928862,10.1093/hmg/ddab049,33577681,search,MED,Integration of genetically regulated gene expression and pharmacological library provides therapeutic drug candidates.,"Konuma T, Ogawa K, Okada Y.",Hum Mol Genet,30,2021,0964-6906; 1460-2083;,294-304,"research support, non-u.s. gov't; research-article; journal article",Y,Y,N,Y,N,Y,2,Y,Y,N,Y,Y,2021-02-13,2021-04-01,3-4,NA,journal article
1656,epmc|pmc,33833858,PMC8016585,10.1155/2021/5531327,33833858,search,MED,Research on Medical Knowledge Graph for Stroke.,"Cheng B, Zhang J, Liu H, Cai M, Wang Y.",J Healthc Eng,2021,2021,2040-2295; 2040-2309;,5531327,"research support, non-u.s. gov't; research-article; journal article",Y,Y,N,Y,N,N,1,Y,Y,N,N,N,2021-04-10,2021-03-24,NA,NA,journal article
1658,epmc|pmc,31783775,PMC6884856,10.1186/s13073-019-0683-1,31783775,search,MED,Comparative analysis of functional assay evidence use by ClinGen Variant Curation Expert Panels.,"Kanavy DM, McNulty SM, Jairath MK, Brnich SE, Bizon C, Powell BC, Berg JS.",Genome Med,11,2019,1756-994x,77,"meta-analysis; research support, non-u.s. gov't; research-article; journal article; research support, n.i.h., extramural",Y,Y,N,Y,N,Y,8,Y,Y,N,Y,Y,2019-12-01,2019-11-29,1,NA,journal article
