id,src,pmid,pmcid,doi,epmc_id
30,pmc,36035123,PMC9403316,10.3389/fgene.2022.956781,NA
32,pmc,32973862,PMC7469919,10.3389/fgene.2020.00695,NA
33,pmc,34373890,PMC8574978,10.1093/bib/bbab270,NA
34,pmc,34197603,PMC8373148,10.1093/nar/gkab556,NA
35,pmc,33956862,PMC8101720,10.1371/journal.pone.0250660,NA
36,pmc,34663204,PMC8522253,10.1186/s12859-021-04402-2,NA
37,pmc,35924984,PMC9477531,10.1093/bioinformatics/btac541,NA
38,pmc,35976660,PMC9538419,10.1002/eji.202249804,NA
39,pmc,35675043,PMC9217709,10.18632/aging.204112,NA
40,pmc,35454109,PMC9028073,10.3390/biom12040520,NA
41,pmc,34394377,PMC8360715,10.1155/2021/1353674,NA
42,pmc,35013714,PMC8733431,10.1007/s41109-021-00435-x,NA
43,pmc,34724143,PMC8669056,10.1007/s10278-021-00527-1,NA
44,pmc,34237135,PMC8574625,10.1093/bib/bbab141,NA
45,pmc,33371142,PMC7748316,10.1097/MD.0000000000023768,NA
46,pmc,34103016,PMC8185931,10.1186/s12859-021-04231-3,NA
48,pmc,34998242,PMC8733122,10.1016/j.ebiom.2021.103807,NA
49,pmc,32579259,PMC7765463,10.1002/em.22396,NA
50,pmc,32614449,PMC7364483,10.1042/BSR20194041,NA
51,pmc,33845909,PMC8042947,10.1186/s13326-021-00241-5,NA
52,pmc,31931870,PMC6958746,10.1186/s13326-019-0218-0,NA
53,pmc,33407110,PMC7785925,10.1186/s12864-020-07300-8,NA
54,pmc,34015823,PMC8195003,10.1093/bib/bbab191,NA
55,pmc,33623880,PMC7881431,10.14744/nci.2020.12129,NA
56,pmc,34986596,PMC8728143,10.1093/nar/gkab1086,NA
57,pmc,34253812,PMC8275784,10.1038/s41598-021-93809-1,NA
58,pmc,31760947,PMC6876110,10.1186/s12859-019-3127-4,NA
59,pmc,32246132,PMC7127986,10.1038/s41588-020-0603-8,NA
60,pmc,33209251,PMC7643205,10.1039/c9sc03414e,NA
61,pmc,34055926,PMC8163519,10.3389/fcvm.2021.631650,NA
62,pmc,31681758,PMC6803390,10.3389/fcell.2019.00222,NA
65,pmc,35758779,PMC9235496,10.1093/bioinformatics/btac240,NA
66,pmc,32693820,PMC7374976,10.1186/s13148-020-00888-4,NA
67,pmc,36080270,PMC9457917,10.3390/molecules27175502,NA
68,pmc,31787106,PMC6886169,10.1186/s12859-019-3081-1,NA
69,pmc,31572444,PMC6751509,10.3389/fgene.2019.00832,NA
70,pmc,35021991,PMC8756622,10.1186/s12859-021-04530-9,NA
71,pmc,33574831,PMC7870792,10.3389/fgene.2020.613744,NA
72,pmc,35346379,PMC8962212,10.1186/s13326-022-00266-4,NA
73,pmc,34463284,PMC8572689,10.1684/ejd.2021.4107,NA
74,pmc,34048547,PMC8163238,10.1093/database/baab031,NA
75,pmc,31138117,PMC6538554,10.1186/s12859-019-2810-9,NA
76,pmc,30624645,PMC7647183,10.1093/jamia/ocy161,NA
78,pmc,33836447,PMC8204262,10.1016/j.compbiomed.2021.104360,NA
79,pmc,30934003,PMC6443178,10.1371/journal.pone.0213770,NA
80,pmc,31533864,PMC6751637,10.1186/s13326-019-0208-2,NA
81,pmc,33579375,PMC7881657,10.1186/s13326-021-00234-4,NA
82,pmc,35522426,PMC9357359,10.1111/cpr.13238,NA
83,pmc,30407550,PMC6323977,10.1093/nar/gky1032,NA
85,pmc,32190036,PMC7072119,10.1155/2020/1783564,NA
86,pmc,35401219,PMC8983871,10.3389/fphar.2022.812338,NA
87,pmc,35117497,PMC8798990,10.21037/tcr.2020.01.41,NA
88,pmc,33761868,PMC7992861,10.1186/s12859-021-04007-9,NA
89,pmc,35801937,PMC9438948,10.1093/bioinformatics/btac491,NA
90,pmc,31739782,PMC6862811,10.1186/s12944-019-1142-0,NA
91,pmc,35883487,PMC9313348,10.3390/biom12070932,NA
92,pmc,34897464,PMC9209811,10.1093/genetics/iyab224,NA
93,pmc,30753478,PMC6369425,10.1093/database/baz014,NA
94,pmc,32241268,PMC7118830,10.1186/s12920-020-0679-0,NA
96,pmc,32864105,PMC7445559,10.12688/f1000research.23180.2,NA
97,pmc,34915552,PMC8800523,10.1093/jamia/ocab270,NA
99,pmc,30863320,PMC6399412,10.3389/fphys.2019.00154,NA
100,pmc,29968796,PMC6030136,10.1038/s41598-018-28361-6,NA
102,pmc,29531238,PMC5847511,10.1038/s41598-018-22345-2,NA
103,pmc,31959844,PMC6971239,10.1038/s41598-020-57716-1,NA
104,pmc,35454813,PMC9029532,10.3390/cancers14081906,NA
105,pmc,31160594,PMC6546783,10.1038/s41597-019-0090-x,NA
106,pmc,32020066,PMC7771654,10.1038/d41573-019-00180-y,NA
107,pmc,32509169,PMC7270033,NA,NA
108,pmc,31164903,PMC6536643,10.3389/fgene.2019.00466,NA
109,pmc,30256117,PMC6606054,10.1021/acs.jproteome.8b00393,NA
110,pmc,35902925,PMC9335954,10.1186/s12911-022-01927-1,NA
111,pmc,31760937,PMC6876101,10.1186/s12859-019-3123-8,NA
113,pmc,30237858,PMC6145694,10.18632/oncotarget.26032,NA
114,pmc,36085310,PMC9463154,10.1038/s41467-022-33026-0,NA
115,pmc,29671401,PMC5907153,10.1186/s12918-018-0530-9,NA
116,pmc,32477690,PMC7233094,NA,NA
117,pmc,34600327,PMC8573608,10.1016/j.compbiomed.2021.104904,NA
118,pmc,33795682,PMC8016863,10.1038/s41467-021-22328-4,NA
119,pmc,30384176,PMC6279243,10.1016/j.compbiomed.2018.10.021,NA
120,pmc,33173536,PMC7591752,10.3389/fgene.2020.562971,NA
121,pmc,29311898,PMC5732932,10.3389/fnagi.2017.00408,NA
122,pmc,29197409,PMC5712086,10.1186/s13326-017-0162-9,NA
123,pmc,32372565,PMC7333852,10.1002/cam4.3098,NA
124,pmc,31760934,PMC6876080,10.1186/s12859-019-3124-7,NA
125,pmc,31074377,PMC6509876,10.1186/s12859-019-2729-1,NA
126,pmc,30018674,PMC6029483,10.1155/2018/2959801,NA
127,pmc,30012108,PMC6048706,10.1186/s12859-018-2247-6,NA
128,pmc,30190574,PMC6127254,10.1038/s41598-018-31439-w,NA
129,pmc,34755882,PMC8728220,10.1093/nar/gkab1063,NA
130,pmc,35008194,PMC8750504,10.3390/cancers14010034,NA
131,pmc,29590633,PMC5897730,10.1242/dmm.032839,NA
132,pmc,34698165,PMC8544451,10.3390/diseases9040074,NA
133,pmc,30844764,PMC6428103,10.18632/aging.101847,NA
134,pmc,34603477,PMC8483914,10.1155/2021/9163279,NA
135,pmc,28838067,PMC5886338,10.1093/ilar/ilw040,NA
137,pmc,32833025,PMC7779040,10.1093/nar/gkaa707,NA
139,pmc,35487924,PMC9054771,10.1038/s41540-022-00226-9,NA
140,pmc,35877764,PMC9312389,10.1371/journal.pone.0271737,NA
141,pmc,32308977,PMC7141167,10.12688/f1000research.18236.1,NA
142,pmc,32705210,PMC7411362,10.3892/mmr.2020.11310,NA
143,pmc,33181824,PMC7661096,10.1093/database/baaa085,NA
144,pmc,29295235,PMC5881393,NA,NA
145,pmc,35134929,PMC8982018,10.1093/genetics/iyac003,NA
146,pmc,30200874,PMC6131949,10.1186/s12859-018-2339-3,NA
147,pmc,32657408,PMC7355285,10.1093/bioinformatics/btaa439,NA
148,pmc,35169842,PMC8847733,10.1093/gigascience/giac003,NA
149,pmc,34819133,PMC8611952,10.1186/s13321-021-00569-1,NA
152,pmc,27578323,PMC5006367,10.1186/s12859-016-1205-4,NA
153,pmc,29860481,PMC6007211,10.1093/database/bay045,NA
154,pmc,30053270,PMC5753215,10.1093/nar/gkx907,NA
155,pmc,33344506,PMC7747351,10.3389/fmolb.2020.603121,NA
157,pmc,28176830,PMC5296879,10.1038/srep42169,NA
158,pmc,31853227,PMC6909967,10.7150/ijbs.33806,NA
159,pmc,29322930,PMC5763302,10.1186/s12859-017-1981-5,NA
160,pmc,35366592,PMC9252326,10.1016/j.cancergen.2022.03.001,NA
161,pmc,31888755,PMC6937947,10.1186/s13326-019-0217-1,NA
162,pmc,30093884,PMC6070605,10.3389/fendo.2018.00425,NA
163,pmc,32041952,PMC7010776,10.1038/s41467-020-14600-w,NA
164,pmc,31776723,PMC6892358,10.1007/s00335-019-09821-4,NA
165,pmc,34664389,PMC8524328,10.15252/msb.202110387,NA
166,pmc,31913281,PMC6949242,10.1038/s41467-019-13888-7,NA
167,pmc,32533075,PMC7293349,10.1038/s41597-020-0523-6,NA
168,pmc,30778255,PMC6380228,10.1038/sdata.2019.21,NA
169,pmc,31323264,PMC6708494,10.1016/j.taap.2019.114674,NA
170,pmc,29610744,PMC5879535,10.21037/atm.2017.03.100,NA
172,pmc,34252957,PMC8275341,10.1093/bioinformatics/btab310,NA
173,pmc,25841438,PMC4385274,10.1093/database/bav032,NA
174,pmc,34448927,PMC8913476,10.1007/s00335-021-09904-1,NA
175,pmc,29214177,PMC5682045,10.1155/2017/8327980,NA
176,pmc,30662640,PMC6325506,NA,NA
177,pmc,31114610,PMC6503737,10.3389/fgene.2019.00396,NA
178,pmc,32878204,PMC7506702,10.3390/s20174923,NA
179,pmc,32823318,PMC7442512,10.1055/s-0040-1702001,NA
180,pmc,31196129,PMC6567606,10.1186/s12859-019-2924-0,NA
181,pmc,31411142,PMC6711036,10.2196/12610,NA
182,pmc,32807955,PMC7968862,10.1038/s41592-020-0916-7,NA
183,pmc,26810135,PMC5380835,10.1038/tpj.2015.97,NA
184,pmc,30364956,PMC6323994,10.1093/nar/gky1010,NA
185,pmc,36175836,PMC9520835,10.1186/s12859-022-04932-3,NA
186,pmc,26093607,PMC4602048,10.1007/s00335-015-9576-9,NA
187,pmc,26051359,PMC4458913,10.1038/srep10888,NA
189,pmc,27812137,PMC5094732,10.1371/journal.pone.0165545,NA
190,pmc,34489936,PMC8417698,10.3389/fimmu.2021.687291,NA
191,pmc,26154679,PMC4495600,10.1038/srep10900,NA
192,pmc,26306239,PMC4525265,NA,NA
193,pmc,26804977,PMC4726433,10.1038/srep19820,NA
194,pmc,25232094,PMC4191387,10.1093/nar/gku772,NA
195,pmc,30131587,PMC6438764,10.1038/s41380-018-0223-1,NA
196,pmc,35327643,PMC8946103,10.3390/biom12030451,NA
197,pmc,27610375,PMC5005524,10.1155/2016/4369431,NA
198,pmc,35913949,PMC9342740,10.1371/journal.pone.0271989,NA
199,pmc,29554977,PMC5859804,10.1186/s13326-018-0178-9,NA
200,pmc,33221926,PMC7778935,10.1093/nar/gkaa1031,NA
201,pmc,29282079,PMC5745885,10.1186/s12885-017-3854-8,NA
202,pmc,33028830,PMC7541486,10.1038/s41467-020-18752-7,NA
203,pmc,27235586,PMC4947423,10.1016/j.jtbi.2016.05.026,NA
204,pmc,30649296,PMC6333964,10.1093/database/bay145,NA
205,pmc,34454610,PMC8400831,10.1186/s13326-021-00250-4,NA
206,pmc,29749535,PMC6059757,10.3892/or.2018.6429,NA
207,pmc,29849945,PMC5966254,10.18632/oncotarget.25272,NA
208,pmc,35380658,PMC8982023,10.1093/genetics/iyac022,NA
209,pmc,24232732,PMC3828568,10.1038/srep03202,NA
210,pmc,27099700,PMC4837519,10.1186/s13326-016-0062-4,NA
211,pmc,32278258,PMC7393770,10.1016/j.aquatox.2020.105478,NA
212,pmc,31510663,PMC6612872,10.1093/bioinformatics/btz313,NA
213,pmc,33151297,PMC7779054,10.1093/nar/gkaa990,NA
214,pmc,30252093,PMC6323926,10.1093/nar/gky869,NA
215,pmc,33008901,PMC7852388,10.1126/sciadv.aaz7628,NA
216,pmc,24932637,PMC4059643,10.1371/journal.pone.0099415,NA
217,pmc,29671398,PMC5907145,10.1186/s12859-018-2098-1,NA
218,pmc,29258588,PMC5735523,10.1186/s13326-017-0167-4,NA
219,pmc,30815206,PMC6371316,NA,NA
221,pmc,28947982,PMC5601150,10.18632/oncotarget.19588,NA
223,pmc,30166985,PMC6105692,10.3389/fimmu.2018.01877,NA
224,pmc,29262548,PMC5732714,10.18632/oncotarget.21532,NA
225,pmc,24146757,PMC3795748,10.1371/journal.pone.0075504,NA
226,pmc,35143484,PMC8830725,10.1371/journal.pcbi.1009726,NA
227,pmc,31308550,PMC7995176,10.1038/s41592-019-0461-4,NA
229,pmc,31675914,PMC6824123,10.1186/s12859-019-3147-0,NA
230,pmc,27152146,PMC4857245,10.1186/s13326-016-0066-0,NA
231,pmc,29122012,PMC5679337,10.1186/s13326-017-0161-x,NA
232,pmc,35703610,PMC9190514,10.1590/S1678-9946202264041,NA
233,pmc,29888054,PMC5961829,NA,NA
234,pmc,26507285,PMC4622021,10.1093/database/bav104,NA
235,pmc,28713243,PMC5492163,10.3389/fnmol.2017.00212,NA
236,pmc,33006565,PMC7568218,10.2196/18395,NA
239,pmc,33625251,PMC8284374,10.1161/CIRCGEN.120.003196,NA
244,pmc,25045465,PMC4081507,10.1186/2043-9113-4-8,NA
246,pmc,34139439,PMC8404035,10.1016/j.compbiomed.2021.104542,NA
247,pmc,32093606,PMC7041288,10.1186/s12859-020-3392-2,NA
248,pmc,28340554,PMC5366146,10.1186/s12859-017-1605-0,NA
250,pmc,28541637,PMC5447148,10.3802/jgo.2017.28.e49,NA
251,pmc,25348409,PMC4383880,10.1093/nar/gku1011,NA
260,pmc,30759076,PMC6373925,10.1371/journal.pcbi.1006762,NA
261,pmc,31181762,PMC6628051,10.3390/nu11061300,NA
262,pmc,30519990,PMC6755715,10.1186/s13321-018-0312-9,NA
263,pmc,27635398,PMC5011202,10.1155/2016/4130861,NA
264,pmc,28694792,PMC5483436,10.3389/fmicb.2017.01068,NA
265,pmc,28848387,PMC5554380,10.3389/fnmol.2017.00250,NA
268,pmc,34788626,PMC8631509,10.1016/j.celrep.2021.110005,NA
269,pmc,35882847,PMC9325891,10.1038/s41467-022-31707-4,NA
270,pmc,31372216,PMC6662680,10.12688/f1000research.19571.1,NA
271,pmc,29220436,PMC5502356,10.1093/database/bax044,NA
272,pmc,22165817,PMC3236847,10.1186/1471-2105-12-S10-S4,NA
273,pmc,31673292,PMC6815005,10.1186/s13040-019-0206-z,NA
275,pmc,34306572,PMC8280514,10.1016/j.csbj.2021.06.046,NA
276,pmc,31984320,PMC6951984,10.1093/jamiaopen/ooy008,NA
277,pmc,29020091,PMC5636111,10.1371/journal.pone.0185797,NA
278,pmc,29106618,PMC5753383,10.1093/nar/gkx1062,NA
279,pmc,30675185,PMC6334395,10.1186/s13040-018-0190-8,NA
280,pmc,30815087,PMC6371329,NA,NA
282,pmc,30111857,PMC6093887,10.1038/s41598-018-29789-6,NA
283,pmc,22080554,PMC3245088,10.1093/nar/gkr972,NA
284,pmc,33247935,PMC7698665,10.1093/database/baaa074,NA
285,pmc,28925997,PMC5604135,10.1038/sdata.2017.125,NA
286,pmc,30846554,PMC6442595,10.1073/pnas.1802973116,NA
291,pmc,23424146,PMC3587774,NA,NA
292,pmc,23886403,PMC3751136,10.1186/1746-1596-8-122,NA
293,pmc,25789153,PMC4364458,10.1186/s13326-015-0004-6,NA
294,pmc,21714896,PMC3150296,10.1186/1471-2105-12-266,NA
295,pmc,28629436,PMC5477351,10.1186/s13326-017-0132-2,NA
296,pmc,27175225,PMC4863347,10.1186/s13326-016-0064-2,NA
297,pmc,32142370,PMC7101249,10.1200/CCI.19.00117,NA
299,pmc,34057427,PMC8204232,10.2196/18500,NA
300,pmc,27930807,PMC5152691,10.1002/cpbi.19,NA
301,pmc,29402212,PMC5800055,10.1186/s12859-018-2039-z,NA
302,pmc,28256708,PMC6296778,10.1002/cne.24196,NA
303,pmc,32634135,PMC7340312,10.1371/journal.pone.0234986,NA
304,pmc,29335022,PMC5769431,10.1186/s13326-017-0170-9,NA
305,pmc,23046572,PMC3448532,10.1186/2041-1480-3-S2-S3,NA
306,pmc,26251654,PMC4527102,10.1186/s12014-015-9091-8,NA
307,pmc,23197658,PMC3531051,10.1093/nar/gks1244,NA
312,pmc,32788551,PMC7443379,10.2183/pjab.96.021,NA
313,pmc,26772741,PMC4715272,10.1186/s40246-016-0061-7,NA
315,pmc,26119816,PMC4572507,10.1016/j.ajhg.2015.05.020,NA
316,pmc,28365732,PMC5467561,10.1093/database/bax014,NA
318,pmc,29208006,PMC5717815,10.1186/s13046-017-0651-9,NA
319,pmc,28063254,PMC5321808,10.1002/psp4.12155,NA
320,pmc,27899636,PMC5210586,10.1093/nar/gkw1128,NA
321,pmc,32698423,PMC7564417,10.3390/vaccines8030397,NA
322,pmc,22689774,PMC3371847,10.1093/bioinformatics/bts215,NA
323,pmc,26140188,PMC4488034,10.1186/s13326-015-0028-y,NA
324,pmc,27296450,PMC4907256,10.1186/s13326-016-0085-x,NA
325,pmc,21347137,PMC3041538,NA,NA
327,pmc,27034769,PMC4815270,10.1186/s13326-016-0058-0,NA
328,pmc,32308806,PMC7142358,10.1155/2020/5904315,NA
329,pmc,25254202,PMC4165507,10.1155/2014/134023,NA
331,pmc,22779044,PMC3392061,NA,NA
332,pmc,29588604,PMC5860139,10.2147/OTT.S158975,NA
333,pmc,19594883,PMC2709267,10.1186/1471-2164-10-S1-S6,NA
334,pmc,30693066,PMC6332925,10.1155/2018/8601028,NA
335,pmc,29983520,PMC6016343,10.4314/ejhs.v28i2.14,NA
337,pmc,26320941,PMC4553261,10.3402/jev.v4.27497,NA
338,pmc,27003817,PMC4933310,10.1007/s40264-016-0414-0,NA
340,pmc,30111369,PMC6094585,10.1186/s13326-018-0187-8,NA
343,pmc,32283553,PMC7153956,10.1093/database/baaa015,NA
344,pmc,22711793,PMC3493115,10.1093/bioinformatics/bts350,NA
345,pmc,30833663,PMC6399448,10.1038/s41598-019-40102-x,NA
346,pmc,25904633,PMC4489246,10.1093/nar/gkv382,NA
347,pmc,25106869,PMC4383999,10.1093/nar/gku724,NA
348,pmc,28601712,PMC5572073,10.1016/j.compbiomed.2017.05.026,NA
349,pmc,26092691,PMC4602072,10.1007/s00335-015-9577-8,NA
350,pmc,24453957,PMC3894162,10.1371/journal.pcbi.1003432,NA
351,pmc,28819351,PMC5555235,10.3233/sw-160238,NA
352,pmc,31060502,PMC6503437,10.1186/s12859-019-2829-y,NA
353,pmc,25852852,PMC4387853,10.1186/2041-1480-5-37,NA
354,pmc,23533462,PMC3594946,10.1155/2013/136732,NA
357,pmc,32053117,PMC7055759,10.2196/14737,NA
358,pmc,31684899,PMC6829976,10.1186/s12885-019-6278-9,NA
359,pmc,27703231,PMC5050487,10.1038/srep34820,NA
360,pmc,30417144,PMC6218668,10.1016/j.heliyon.2018.e00867,NA
361,pmc,19208184,PMC2646250,10.1186/1471-2105-10-S2-S1,NA
362,pmc,33536966,PMC7848848,10.3389/fpsyg.2020.586699,NA
363,pmc,28241135,PMC6857182,10.1038/nature21374,NA
364,pmc,31796060,PMC6891984,10.1186/s13073-019-0686-y,NA
365,pmc,29854250,PMC5977606,NA,NA
366,pmc,30351302,PMC6206617,10.1038/sdata.2018.230,NA
367,pmc,20569493,PMC2911465,10.1186/1756-0500-3-175,NA
369,pmc,27535358,PMC4989895,10.1186/s12920-016-0189-2,NA
371,pmc,25868462,PMC4986666,10.1093/jamia/ocu004,NA
372,pmc,27733503,PMC5210626,10.1093/nar/gkw918,NA
373,pmc,21918645,PMC3170774,10.1016/j.websem.2011.06.005,NA
374,pmc,20074352,PMC2831003,10.1186/1471-2105-11-29,NA
375,pmc,23589184,PMC3705004,10.1007/s10278-013-9599-2,NA
376,pmc,19478018,PMC2687947,10.1093/bioinformatics/btp193,NA
378,pmc,31223421,PMC6542245,10.1155/2019/1769437,NA
379,pmc,32572291,PMC7301140,10.1016/j.future.2020.06.019,NA
380,pmc,31678735,PMC6838934,10.1016/j.omtn.2019.09.019,NA
381,pmc,25819073,PMC4377087,10.1093/database/bav019,NA
382,pmc,33382973,PMC7831653,10.1016/j.immuni.2020.12.011,NA
383,pmc,23155465,PMC3498356,10.1371/journal.pone.0049198,NA
384,pmc,26507230,PMC4626853,10.1128/mBio.01263-15,NA
386,pmc,32508008,PMC7240856,10.1002/ctm2.28,NA
387,pmc,31779674,PMC6883603,10.1186/s13073-019-0687-x,NA
388,pmc,26788126,PMC4717572,10.1186/s13040-016-0082-8,NA
389,pmc,21624155,PMC3102889,10.1186/2041-1480-2-S2-S1,NA
390,pmc,21051346,PMC3013658,10.1093/nar/gkq1038,NA
391,pmc,25222080,PMC4281950,10.1186/s13059-014-0438-7,NA
392,pmc,29849050,PMC5976644,10.1038/s41598-018-26525-y,NA
393,pmc,21738333,PMC3124697,10.6026/97320630006288,NA
394,pmc,21347171,PMC3041576,NA,NA
395,pmc,22494789,PMC3392849,10.1136/amiajnl-2011-000631,NA
396,pmc,20626921,PMC2903720,10.1186/2041-1480-1-S1-S1,NA
397,pmc,28657226,PMC5540724,10.3802/jgo.2017.28.e65,NA
398,pmc,23161684,PMC3531119,10.1093/nar/gks1080,NA
399,pmc,25093068,PMC4120740,10.1186/2041-1480-5-29,NA
400,pmc,29704307,PMC6033003,10.1002/humu.23542,NA
401,pmc,29579141,PMC6781604,10.1093/bib/bby015,NA
402,pmc,25861967,PMC4528628,10.1093/bioinformatics/btv196,NA
403,pmc,21550421,PMC3392036,10.1016/j.jbi.2011.04.007,NA
404,pmc,26463000,PMC4945830,10.1093/bib/bbv080,NA
405,pmc,25093074,PMC4108877,10.1186/2041-1480-5-S1-S5,NA
406,pmc,26834985,PMC4706053,10.12688/f1000research.6836.2,NA
407,pmc,29261751,PMC5738129,10.1371/journal.pone.0189663,NA
408,pmc,NA,PMC1871670,10.1215/15228517-2006-033,NA
410,pmc,22165947,PMC3271090,10.1186/1471-2164-12-603,NA
412,pmc,27076901,PMC4830068,10.1186/s13326-016-0061-5,NA
413,pmc,24267822,PMC4177144,10.1186/2041-1480-4-35,NA
414,pmc,25556549,PMC5524129,10.1111/1460-6984.12136,NA
416,pmc,26043920,PMC4460923,10.1186/1755-8794-8-S2-S9,NA
417,pmc,25379899,PMC4224389,10.1371/journal.pone.0111226,NA
418,pmc,23304328,PMC3540574,NA,NA
419,pmc,31645765,PMC6872491,10.1038/s41586-019-1689-y,NA
420,pmc,21347046,PMC3041331,NA,NA
422,pmc,24456465,PMC3903324,10.1089/omi.2013.0149,NA
424,pmc,19591646,PMC2718486,10.1186/gb-2009-10-6-221,NA
425,pmc,22737162,PMC3381282,10.3389/fgene.2012.00111,NA
427,pmc,27857184,PMC5114649,10.1038/srep37324,NA
429,pmc,30951672,PMC6616370,10.1016/j.cell.2019.02.018,NA
430,pmc,30224793,PMC6322546,10.1038/s41684-018-0150-4,NA
431,pmc,28678787,PMC5517062,10.1371/journal.pcbi.1005641,NA
433,pmc,25723102,PMC4310165,10.1186/s13059-014-0560-6,NA
434,pmc,20157492,PMC2797454,10.1093/database/bap019,NA
435,pmc,16443951,PMC1871926,10.1215/S1522851705000347,NA
436,pmc,21619703,PMC3129328,10.1186/1471-2105-12-218,NA
437,pmc,29409535,PMC5800094,10.1186/s13326-018-0176-y,NA
441,pmc,25261458,PMC4299661,10.15252/msb.20145222,NA
442,pmc,24670764,PMC4529748,10.1038/nature13182,NA
445,pmc,28592275,PMC5463318,10.1186/s13326-017-0128-y,NA
450,pmc,24788261,PMC4636907,10.1007/978-1-4939-0709-0_4,NA
451,pmc,28936969,PMC5640425,10.7554/eLife.26726,NA
453,pmc,12946029,PMC8095919,10.1111/j.1750-3639.2003.tb00039.x,NA
454,pmc,27730573,PMC5107610,10.1007/978-1-4939-6371-3_1,NA
455,pmc,19796395,PMC2755819,10.1186/1471-2105-10-S10-S11,NA
461,pmc,23374886,PMC3571923,10.1186/1471-2105-14-35,NA
467,pmc,7819027,PMC2033434,10.1038/bjc.1995.26,NA
471,pmc,648487,PMC1637135,10.1289/ehp.7822171,NA
473,pmc,29187394,PMC5740975,10.1128/CMR.00056-17,NA
477,pmc,7807027,PMC2191852,10.1084/jem.181.1.93,NA
492,pmc,NA,PMC9421640,10.1007/s40264-022-01219-7,NA
495,pmc,2676991,PMC210423,10.1128/jb.171.10.5738-5742.1989,NA
497,pmc,NA,PMC1688707,10.1098/rspb.1997.0208,NA
498,pmc,2899325,PMC281725,10.1073/pnas.85.14.5240,NA
502,pmc,7807010,PMC2191855,10.1084/jem.181.1.307,NA
516,pmc,2768196,PMC210313,10.1128/jb.171.9.5025-5030.1989,NA
525,pmc,3005371,PMC499612,10.1136/jcp.39.1.51,NA
527,pmc,8340750,PMC2191130,10.1084/jem.178.2.381,NA
533,pmc,178927,PMC354787,10.1128/jvi.18.3.885-893.1976,NA
534,pmc,3459175,PMC323722,10.1073/pnas.83.12.4312,NA
535,pmc,6408064,PMC217690,10.1128/jb.155.1.381-390.1983,NA
558,pmc,461185,PMC327843,10.1093/nar/6.6.2165,NA
559,pmc,2705508,PMC1879777,NA,NA
589,pmc,8459201,PMC2190975,10.1084/jem.177.4.1009,NA
595,pmc,13183934,PMC357371,10.1128/jb.68.2.231-236.1954,NA
598,pmc,4368545,PMC414999,10.1128/iai.10.2.320-327.1974,NA
606,pmc,1097602,PMC491995,10.1136/jnnp.38.5.436,NA
609,pmc,4155289,PMC1168216,10.1042/bj1420105,NA
610,pmc,33262486,PMC7705408,10.1038/s41431-020-00741-5,NA
612,pmc,19992287,PMC1997770,NA,NA
613,pmc,20756311,PMC2407143,10.1136/bmj.1.1852.1550,NA
614,pmc,6252434,PMC373189,10.1128/mr.44.3.468-490.1980,NA
617,pmc,NA,PMC2408226,NA,NA
622,pmc,17231950,PMC1328148,NA,NA
630,pmc,NA,PMC2422466,NA,NA
645,pmc,36271389,PMC9585694,10.1186/s13326-022-00279-z,NA
648,pmc,35969645,PMC9410559,10.1371/journal.pcbi.1010404,NA
649,pmc,35857363,PMC9350817,10.2196/36055,NA
650,pmc,35363306,PMC9216550,10.1093/database/baac014,NA
653,pmc,35348648,PMC9216524,10.1093/database/baac019,NA
654,pmc,35928610,PMC9344404,10.21037/jtd-22-632,NA
655,pmc,35754819,PMC9214213,10.3389/fgene.2022.907754,NA
658,pmc,35958546,PMC9358976,10.3389/fimmu.2022.936707,NA
659,pmc,36229514,PMC9561152,10.1038/s41598-022-21525-5,NA
660,pmc,35927660,PMC9354352,10.1186/s12890-022-02095-8,NA
663,pmc,35967426,PMC9365668,10.3389/fimmu.2022.942446,NA
666,pmc,35143083,PMC9305291,10.1002/humu.24341,NA
667,pmc,34275487,PMC8286442,10.1186/s13326-021-00245-1,NA
668,pmc,35561164,PMC9113354,10.1093/bioinformatics/btac175,NA
669,pmc,35579551,PMC9112763,10.1093/gigascience/giac047,NA
670,pmc,34868401,PMC8629358,10.1016/j.procs.2021.09.201,NA
672,pmc,36248192,PMC9553458,10.1155/2022/1878766,NA
676,pmc,35755167,PMC9232301,10.1155/2022/8739498,NA
677,pmc,36030279,PMC9420124,10.1038/s41598-022-19135-2,NA
678,pmc,34697328,PMC8547216,10.1038/s41598-021-00345-z,NA
680,pmc,35522919,PMC9171847,10.1021/acs.jproteome.2c00023,NA
681,pmc,35710803,PMC9203786,10.1038/s41598-022-14412-6,NA
682,pmc,35878275,PMC9321508,10.3390/toxics10070370,NA
683,pmc,35571048,PMC9095904,10.3389/fgene.2022.834928,NA
684,pmc,35794640,PMC9258136,10.1186/s13048-022-01013-0,NA
685,pmc,35531067,PMC9069112,10.3389/fnmol.2022.846554,NA
687,pmc,35785145,PMC9246600,10.1155/2022/9043300,NA
688,pmc,36212160,PMC9533195,10.3389/fgene.2022.990015,NA
689,pmc,35726312,PMC9206587,10.1155/2022/1425032,NA
690,pmc,34838100,PMC8627056,10.1186/s13104-021-05835-x,NA
691,pmc,35527255,PMC9082851,10.1186/s42522-022-00065-y,NA
698,pmc,36040169,PMC9563682,10.1093/bioinformatics/btac592,NA
699,pmc,35380605,PMC9154242,10.1093/bioinformatics/btac195,NA
